1,73502
2,71488
3,70058
4,69474
5,70032
6,71811
7,74224
8,74745
9,73903
10,72840
11,71506
12,69849
13,68410
14,68109
15,69356
16,72647
17,79788
18,88055
19,89302
20,88474
21,86872
22,83592
23,78811
24,74373
25,71625
26,69927
27,69302
28,70026
29,72895
30,78259
31,84855
32,88040
33,87220
34,84636
35,82268
36,80119
37,78569
38,78267
39,78890
40,81521
41,87545
42,94691
43,95557
44,94575
45,92647
46,88652
47,83079
48,78039
49,74395
50,72219
51,71339
52,71698
53,74158
54,79308
55,85972
56,89147
57,87912
58,85142
59,82589
60,80285
61,79100
62,79028
63,79637
64,81446
65,86738
66,93048
67,93642
68,92674
69,90506
70,86466
71,80998
72,75914
73,72792
74,70653
75,69751
76,70070
77,72516
78,77665
79,84410
80,87419
81,86336
82,84051
83,81354
84,78969
85,77473
86,77049
87,77419
88,79387
89,84219
90,90086
91,91020
92,89580
93,87469
94,84127
95,79449
96,74846
97,71532
98,69104
99,68597
100,68083
101,68790
102,71056
103,74521
104,77377
105,80266
106,82072
107,81790
108,81616
109,81039
110,80686
111,81056
112,81948
113,84906
114,88698
115,88093
116,86379
117,84090
118,81012
119,76571
120,72419
121,69625
122,67277
123,65642
124,65128
125,65714
126,66785
127,69165
128,71317
129,72734
130,74110
131,74879
132,74760
133,75066
134,75355
135,76295
136,78255
137,82689
138,88758
139,89129
140,87730
141,85291
142,81070
143,76430
144,71761
145,68598
146,67057
147,66904
148,67445
149,69365
150,74422
151,82444
152,86650
153,86232
154,84800
155,82880
156,81656
157,80925
158,75486
159,75089
160,76361
161,78841
162,92908
163,93164
164,91645
165,88949
166,84138
167,78289
168,73260
169,70104
170,68712
171,67700
172,67975
173,70623
174,76095
175,83736
176,86735
177,86052
178,84748
179,83109
180,81981
181,81280
182,81009
183,81220
184,82851
185,86427
186,91893
187,91800
188,90094
189,87318
190,83014
191,77334
192,72528
193,69733
194,67742
195,66599
196,66775
197,69207
198,74062
199,81741
200,85502
201,84495
202,82728
203,81268
204,79660
205,79282
206,79310
207,79777
208,81238
209,84295
210,90053
211,90336
212,88619
213,85895
214,81707
215,76536
216,71657
217,68362
218,66434
219,65538
220,65798
221,68120
222,73670
223,81439
224,84720
225,83867
226,82094
227,79736
228,77786
229,76579
230,76285
231,76866
232,78636
233,82580
234,88620
235,89368
236,88041
237,85791
238,81788
239,76816
240,72058
241,69022
242,67104
243,66170
244,66422
245,68838
246,74179
247,81757
248,84932
249,84727
250,83836
251,82038
252,79882
253,78603
254,78163
255,78544
256,79379
257,83095
258,88702
259,88507
260,86712
261,84375
262,81025
263,76618
264,72256
265,69079
266,67118
267,65902
268,65441
269,66335
270,68699
271,72330
272,74639
273,76915
274,77071
275,75556
276,73774
277,72028
278,70970
279,71087
280,72496
281,76947
282,83388
283,83959
284,82688
285,80957
286,78235
287,74515
288,70878
289,68432
290,66466
291,65368
292,65063
293,65858
294,67569
295,70681
296,72757
297,73334
298,72048
299,70790
300,69648
301,69794
302,70133
303,70758
304,73289
305,78225
306,85561
307,86284
308,85280
309,83088
310,79160
311,74120
312,70047
313,67229
314,65690
315,65149
316,65892
317,68803
318,74775
319,82618
320,87934
321,88834
322,88349
323,87720
324,86797
325,86317
326,85378
327,84842
328,85683
329,89105
330,94513
331,94550
332,92782
333,89923
334,85008
335,78413
336,72998
337,69705
338,68089
339,67229
340,67524
341,69865
342,75231
343,83276
344,88245
345,88783
346,88338
347,87192
348,85754
349,85224
350,85926
351,86006
352,86748
353,89729
354,93880
355,94582
356,92940
357,90053
358,84876
359,78439
360,73509
361,70268
362,68069
363,66983
364,67176
365,69087
366,74282
367,82027
368,86459
369,85831
370,85288
371,83727
372,83122
373,82878
374,83115
375,83314
376,84253
377,87504
378,92498
379,92531
380,90814
381,87757
382,82904
383,76668
384,71306
385,68449
386,66294
387,65142
388,65276
389,67729
390,72751
391,79932
392,84595
393,85159
394,85162
395,84987
396,84391
397,83724
398,83217
399,83424
400,84123
401,86337
402,90831
403,90774
404,88893
405,86151
406,81639
407,76049
408,71363
409,68153
410,65952
411,64832
412,65003
413,67102
414,72294
415,79838
416,83389
417,82378
418,81347
419,80234
420,79202
421,78158
422,77243
423,76542
424,77903
425,81782
426,87027
427,87408
428,85611
429,83354
430,80142
431,76329
432,71877
433,68409
434,66061
435,64626
436,64080
437,64883
438,67117
439,70489
440,72536
441,73139
442,72426
443,71175
444,69772
445,68819
446,69081
447,69753
448,71260
449,75322
450,80891
451,81648
452,80226
453,78594
454,76096
455,72408
456,68563
457,65720
458,63686
459,62542
460,62074
461,62713
462,64434
463,67155
464,69042
465,70845
466,71268
467,70762
468,70048
469,69777
470,69944
471,70683
472,72416
473,75712
474,82111
475,82624
476,81754
477,79997
478,77077
479,72880
480,68864
481,66215
482,64637
483,63833
484,64225
485,66571
486,71259
487,77481
488,80976
489,81072
490,79958
491,78367
492,77034
493,76516
494,76605
495,76934
496,78511
497,82923
498,90340
499,91881
500,90434
501,87939
502,83319
503,77348
504,72874
505,70182
506,68306
507,67494
508,68116
509,70768
510,76321
511,84548
512,87911
513,85390
514,82080
515,79888
516,78466
517,78026
518,78233
519,78203
520,79812
521,83965
522,90679
523,92654
524,91291
525,88841
526,84358
527,78405
528,73491
529,71021
530,69035
531,68139
532,68493
533,70700
534,75912
535,84029
536,87411
537,85121
538,81499
539,79341
540,77539
541,76495
542,76364
543,76179
544,77663
545,82221
546,88855
547,90562
548,89428
549,87324
550,82942
551,77331
552,72572
553,69946
554,68033
555,67153
556,67571
557,70167
558,76067
559,83825
560,87146
561,84861
562,82328
563,78967
564,77521
565,76570
566,76639
567,76804
568,78010
569,82139
570,88403
571,89789
572,88168
573,85980
574,81972
575,76660
576,72346
577,69225
578,67438
579,66642
580,67025
581,69546
582,75100
583,82936
584,86373
585,84464
586,81743
587,79156
588,76709
589,75186
590,75250
591,76003
592,76926
593,80292
594,86616
595,87644
596,85795
597,83739
598,80252
599,76069
600,71783
601,68341
602,66278
603,65076
604,64831
605,66084
606,69066
607,72681
608,74403
609,74782
610,74031
611,73060
612,71996
613,70945
614,70407
615,70455
616,71966
617,75392
618,81528
619,82710
620,81188
621,79278
622,76262
623,72602
624,68782
625,66391
626,64595
627,63415
628,63152
629,63692
630,65638
631,68540
632,70408
633,70486
634,69328
635,68300
636,66994
637,65978
638,66662
639,67339
640,69548
641,74094
642,81029
643,83476
644,82211
645,79929
646,76078
647,71684
648,67816
649,65048
650,63572
651,63661
652,64653
653,67380
654,72358
655,80399
656,84181
657,83746
658,82449
659,81353
660,79304
661,78001
662,77444
663,77124
664,78970
665,82376
666,88429
667,89910
668,88195
669,85452
670,81668
671,75941
672,71170
673,68461
674,66946
675,66366
676,66741
677,68339
678,73687
679,80926
680,84809
681,84140
682,82368
683,80111
684,78250
685,76729
686,76573
687,76761
688,78385
689,81370
690,87704
691,89745
692,88237
693,85726
694,81109
695,75594
696,70771
697,68252
698,66921
699,66030
700,66344
701,68814
702,74247
703,81580
704,85389
705,84371
706,82461
707,80116
708,77908
709,76288
710,75239
711,75870
712,77885
713,81702
714,87657
715,89516
716,88100
717,85363
718,80726
719,74896
720,70437
721,67648
722,65763
723,65086
724,65306
725,67733
726,72894
727,80537
728,84236
729,83226
730,82313
731,81060
732,79625
733,79119
734,79089
735,77867
736,78573
737,81767
738,87271
739,89317
740,87902
741,85361
742,81012
743,75537
744,70995
745,67564
746,65561
747,64504
748,64862
749,66910
750,71732
751,79219
752,82538
753,81489
754,80314
755,79585
756,78590
757,78029
758,77971
759,78234
760,79621
761,82382
762,86753
763,87198
764,85202
765,82735
766,79146
767,74339
768,69761
769,66875
770,64295
771,63520
772,63215
773,63724
774,65852
775,69126
776,72094
777,74922
778,76714
779,77605
780,76841
781,75710
782,74891
783,74768
784,75381
785,77385
786,82319
787,83981
788,82519
789,80520
790,78163
791,74275
792,70226
793,67288
794,65152
795,63914
796,63297
797,63783
798,65492
799,68284
800,70688
801,73459
802,75399
803,75703
804,76708
805,76201
806,75939
807,75809
808,75945
809,77533
810,81964
811,83680
812,83696
813,82732
814,79346
815,74295
816,70093
817,67570
818,66117
819,65674
820,66340
821,68857
822,74656
823,81876
824,86329
825,86695
826,87017
827,86891
828,86484
829,85203
830,84303
831,83366
832,84089
833,87009
834,92969
835,95223
836,93671
837,90968
838,86283
839,80663
840,75955
841,73081
842,71436
843,70723
844,70900
845,72698
846,78375
847,85976
848,89750
849,89433
850,87378
851,84919
852,83780
853,82778
854,81649
855,80644
856,81797
857,85343
858,92402
859,95850
860,94994
861,92988
862,88350
863,82752
864,77597
865,74709
866,72954
867,72260
868,72995
869,75833
870,81020
871,90004
872,93193
873,90505
874,86956
875,83528
876,80818
877,79200
878,78765
879,78648
880,80129
881,84501
882,91709
883,96178
884,95671
885,93790
886,89607
887,83969
888,79194
889,76545
890,74670
891,74363
892,74916
893,77921
894,84021
895,92190
896,94803
897,91917
898,88414
899,84680
900,82088
901,80607
902,79821
903,79717
904,80924
905,84703
906,91667
907,95504
908,94950
909,93133
910,88936
911,83425
912,78401
913,74877
914,73489
915,73019
916,73530
917,76438
918,81789
919,89436
920,91599
921,89551
922,87178
923,84190
924,82096
925,81086
926,81206
927,80950
928,82486
929,85498
930,90548
931,92820
932,91384
933,89292
934,85802
935,81282
936,76756
937,74207
938,72179
939,70940
940,70624
941,71649
942,74044
943,77389
944,79692
945,81682
946,81177
947,80319
948,78645
949,77492
950,76447
951,75744
952,76179
953,79498
954,85589
955,88783
956,87491
957,85840
958,83275
959,79667
960,75561
961,73339
962,71111
963,70294
964,70065
965,70778
966,72796
967,75808
968,77358
969,78252
970,77444
971,76849
972,75148
973,74709
974,74219
975,74598
976,76737
977,81029
978,87512
979,91133
980,90228
981,88123
982,84421
983,79410
984,75429
985,72919
986,71527
987,71266
988,72146
989,74911
990,80413
991,87804
992,90645
993,88792
994,85655
995,83022
996,81442
997,80323
998,79911
999,80083
1000,81980
1001,85259
1002,92111
1003,96141
1004,94829
1005,92347
1006,87855
1007,81891
1008,77031
1009,74625
1010,72784
1011,72105
1012,72592
1013,75330
1014,81058
1015,88283
1016,90511
1017,88480
1018,86544
1019,85296
1020,83586
1021,83133
1022,83670
1023,83892
1024,84794
1025,87280
1026,92699
1027,94952
1028,93475
1029,90916
1030,86318
1031,80266
1032,75799
1033,72619
1034,70493
1035,69378
1036,69703
1037,71921
1038,77227
1039,84189
1040,88462
1041,88980
1042,88572
1043,87064
1044,86695
1045,86140
1046,85742
1047,85102
1048,85806
1049,87892
1050,92670
1051,94627
1052,93251
1053,90578
1054,85935
1055,79791
1056,74978
1057,72131
1058,69652
1059,68607
1060,68773
1061,70991
1062,75964
1063,82611
1064,86861
1065,87869
1066,88514
1067,88440
1068,87629
1069,86428
1070,85014
1071,83238
1072,83086
1073,85414
1074,90061
1075,92520
1076,91092
1077,88581
1078,84322
1079,78921
1080,74549
1081,71226
1082,69119
1083,67939
1084,68126
1085,70171
1086,75159
1087,81523
1088,84713
1089,84330
1090,82869
1091,81095
1092,80358
1093,79655
1094,78920
1095,78985
1096,80263
1097,83450
1098,88640
1099,90623
1100,89018
1101,86740
1102,83621
1103,78839
1104,74902
1105,71829
1106,69528
1107,68315
1108,68142
1109,69074
1110,71499
1111,74674
1112,76623
1113,76730
1114,75489
1115,74072
1116,72061
1117,71302
1118,70409
1119,70243
1120,72133
1121,75677
1122,81924
1123,85810
1124,85119
1125,83866
1126,81123
1127,77243
1128,72913
1129,70527
1130,68731
1131,68030
1132,68084
1133,68530
1134,70017
1135,72747
1136,73764
1137,74370
1138,73161
1139,72134
1140,70916
1141,70573
1142,70149
1143,71019
1144,73190
1145,76193
1146,82569
1147,87338
1148,86948
1149,85270
1150,82288
1151,78269
1152,74860
1153,72361
1154,70689
1155,70308
1156,70712
1157,72886
1158,76160
1159,82450
1160,84012
1161,83258
1162,82094
1163,81005
1164,78861
1165,77259
1166,76751
1167,77534
1168,78824
1169,82065
1170,88815
1171,93354
1172,93329
1173,91392
1174,86893
1175,81110
1176,76379
1177,73590
1178,72203
1179,71773
1180,72650
1181,75780
1182,82102
1183,89785
1184,92661
1185,89137
1186,85843
1187,83120
1188,80656
1189,79007
1190,78568
1191,78747
1192,79725
1193,82871
1194,90134
1195,95134
1196,95173
1197,92978
1198,88401
1199,82205
1200,77283
1201,75013
1202,73060
1203,72280
1204,72833
1205,75709
1206,81072
1207,88509
1208,90686
1209,89068
1210,86191
1211,84718
1212,83568
1213,82415
1214,82053
1215,81956
1216,82416
1217,85896
1218,91619
1219,96248
1220,95770
1221,93554
1222,88918
1223,82622
1224,77464
1225,74229
1226,72809
1227,72092
1228,72618
1229,74617
1230,80718
1231,88626
1232,91775
1233,89717
1234,87040
1235,84423
1236,82963
1237,81572
1238,81179
1239,81584
1240,82939
1241,85221
1242,91111
1243,96228
1244,96042
1245,94159
1246,90019
1247,83855
1248,79041
1249,76060
1250,74179
1251,73463
1252,74095
1253,76760
1254,82618
1255,89942
1256,91609
1257,88273
1258,84782
1259,82097
1260,79498
1261,77435
1262,76552
1263,76466
1264,77821
1265,80931
1266,87254
1267,91927
1268,91365
1269,89648
1270,86684
1271,82110
1272,78066
1273,74530
1274,72644
1275,71590
1276,71627
1277,72701
1278,75551
1279,78786
1280,79341
1281,79038
1282,77829
1283,75420
1284,73003
1285,71337
1286,70204
1287,70315
1288,71697
1289,74904
1290,81516
1291,86086
1292,85278
1293,83699
1294,80938
1295,77233
1296,73543
1297,70435
1298,68670
1299,68323
1300,68201
1301,68943
1302,70917
1303,73461
1304,74348
1305,73803
1306,72496
1307,70280
1308,68210
1309,67082
1310,66719
1311,67552
1312,70310
1313,74239
1314,80948
1315,85958
1316,85363
1317,83274
1318,79637
1319,74778
1320,70803
1321,69030
1322,68002
1323,67685
1324,68501
1325,71306
1326,76822
1327,84007
1328,86372
1329,84346
1330,82583
1331,80744
1332,79410
1333,78786
1334,79025
1335,79240
1336,80364
1337,83330
1338,88420
1339,92850
1340,91813
1341,89218
1342,84597
1343,78811
1344,74507
1345,71618
1346,69901
1347,69347
1348,69854
1349,72493
1350,77375
1351,84297
1352,86393
1353,84962
1354,83068
1355,81825
1356,81367
1357,80812
1358,79986
1359,80515
1360,81607
1361,83908
1362,89004
1363,93010
1364,91859
1365,89209
1366,84700
1367,78973
1368,74407
1369,71244
1370,69582
1371,68711
1372,68868
1373,70410
1374,75589
1375,82488
1376,85376
1377,84165
1378,82101
1379,80155
1380,79739
1381,78560
1382,79705
1383,78669
1384,79399
1385,81652
1386,86171
1387,90129
1388,89408
1389,87314
1390,82967
1391,77529
1392,73305
1393,69899
1394,67984
1395,67155
1396,67538
1397,69807
1398,74509
1399,81070
1400,83027
1401,81983
1402,80464
1403,78274
1404,76030
1405,74550
1406,73675
1407,73661
1408,75187
1409,78559
1410,84044
1411,89239
1412,88643
1413,86511
1414,82206
1415,76622
1416,72189
1417,68889
1418,67155
1419,66442
1420,66429
1421,68147
1422,73242
1423,79613
1424,82756
1425,82049
1426,79868
1427,77534
1428,76293
1429,76039
1430,75741
1431,74802
1432,75519
1433,78061
1434,82292
1435,86387
1436,85676
1437,83812
1438,80634
1439,75979
1440,71618
1441,69012
1442,67401
1443,66095
1444,65912
1445,66818
1446,69078
1447,71950
1448,74248
1449,76276
1450,76813
1451,76586
1452,75922
1453,74597
1454,73463
1455,72437
1456,72892
1457,74737
1458,79294
1459,83396
1460,82703
1461,80783
1462,77988
1463,74364
1464,70602
1465,68578
1466,66739
1467,65644
1468,65175
1469,65529
1470,67175
1471,69191
1472,70422
1473,71251
1474,71021
1475,70704
1476,70379
1477,69061
1478,68742
1479,68757
1480,69755
1481,73256
1482,78526
1483,83979
1484,83898
1485,81879
1486,78530
1487,73403
1488,69231
1489,67024
1490,65955
1491,65565
1492,66243
1493,69018
1494,74524
1495,81471
1496,84053
1497,82482
1498,80638
1499,80066
1500,79398
1501,78856
1502,78246
1503,77479
1504,78083
1505,80231
1506,84790
1507,90067
1508,89691
1509,87387
1510,83023
1511,77523
1512,73075
1513,70976
1514,69251
1515,68592
1516,69191
1517,71529
1518,76527
1519,83546
1520,85998
1521,84497
1522,82814
1523,82174
1524,81429
1525,80215
1526,80717
1527,81342
1528,80969
1529,82998
1530,87652
1531,91215
1532,90269
1533,87861
1534,83305
